modello,accuracy,log_loss,brier
LogisticRegression,0.5394736842105263,0.9779803474767055,0.5803229966207619
XGBoost_no_recency,0.5345614035087719,0.9760384839072935,0.5807245156630609
XGBoost_half_life_10,0.5375438596491229,0.9756108980763024,0.5803651387757737
Ensemble_no_recency,0.5410526315789475,0.9723697541841098,0.5784324609904625
Ensemble_half_life_10,0.5431578947368421,0.9721491461032716,0.5782665938797454
