date,time,home_team,away_team,home_elo,away_elo,home_form3,home_form5,away_form3,away_form5,home_goals,away_goals,result,home_goals_ht,away_goals_ht,result_ht,home_shots,away_shots,home_shots_target,away_shots_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red,odd_home,odd_draw,odd_away,odd_over25,odd_under25,season,league,elo_diff,form3_diff,form5_diff,home_advantage_recent,rest_days_home,rest_days_away,rest_days_diff,games_played_home,games_played_away,season_progress,h2h_home_ppg,h2h_n_precedenti,market_prob_home,market_prob_draw,market_prob_away
2005-08-27,,Fiorentina,Sampdoria,1612.1,1717.31,5.0,8.0,2.0,6.0,2.0,1.0,H,2.0,0.0,H,15.0,9.0,9.0,4.0,18.0,23.0,9.0,3.0,1.0,4.0,0.0,0.0,2.2,2.87,3.25,2.03,1.66,2005/2006,Serie A,-105.21000000000004,3.0,2.0,,,,,0,0,0.0,,0,0.40925344975100364,0.31371344580216304,0.27703310444683327
2005-08-27,,Livorno,Lecce,1618.25,1634.5,2.0,2.0,3.0,6.0,2.0,1.0,H,1.0,1.0,D,17.0,6.0,7.0,5.0,27.0,21.0,9.0,2.0,2.0,3.0,0.0,0.0,1.9,2.9,4.0,1.85,1.84,2005/2006,Serie A,-16.25,-1.0,-4.0,1.0,,,,0,0,0.0,,0,0.4694455685957102,0.30756778632132736,0.22298664508296234
2005-08-28,,Udinese,Empoli,1744.78,1589.91,3.0,9.0,4.0,8.0,1.0,0.0,H,1.0,0.0,H,12.0,8.0,8.0,4.0,20.0,12.0,6.0,5.0,2.0,1.0,0.0,0.0,1.57,3.25,6.0,1.86,1.83,2005/2006,Serie A,154.8699999999999,-1.0,1.0,1.0,,,,0,0,0.0,,0,0.5731501212432949,0.2768755970313763,0.1499742817253288
2005-08-28,,Siena,Cagliari,1641.74,1620.18,4.0,7.0,1.0,3.0,2.0,1.0,H,1.0,1.0,D,10.0,9.0,6.0,6.0,21.0,19.0,4.0,4.0,2.0,2.0,1.0,0.0,2.2,3.0,3.1,1.97,1.73,2005/2006,Serie A,21.559999999999945,3.0,4.0,1.0,,,,0,0,0.0,,0,0.409330985915493,0.3001760563380282,0.2904929577464789
2005-08-28,,Reggina,Roma,1628.0,1667.49,3.0,5.0,5.0,6.0,0.0,3.0,A,0.0,1.0,A,5.0,13.0,3.0,9.0,19.0,18.0,2.0,4.0,0.0,0.0,1.0,0.0,3.5,3.0,2.0,1.83,1.87,2005/2006,Serie A,-39.49000000000001,-2.0,-1.0,1.0,,,,0,0,0.0,,0,0.2553191489361702,0.2978723404255319,0.44680851063829785
2005-08-28,,Parma,Palermo,1691.52,1664.68,2.0,8.0,3.0,5.0,1.0,1.0,D,0.0,1.0,A,8.0,14.0,3.0,9.0,18.0,9.0,3.0,8.0,3.0,0.0,0.0,0.0,2.4,2.87,2.87,2.0,1.67,2005/2006,Serie A,26.839999999999918,-1.0,3.0,0.8,,,,0,0,0.0,,0,0.37418513689700134,0.31290743155149936,0.31290743155149936
2005-08-28,,Lazio,Messina,1672.59,1629.3,3.0,3.0,4.0,5.0,1.0,0.0,H,1.0,0.0,H,7.0,16.0,4.0,7.0,18.0,20.0,6.0,10.0,3.0,1.0,0.0,0.0,1.9,3.1,3.75,1.96,1.71,2005/2006,Serie A,43.289999999999964,-1.0,-2.0,0.6666666666666666,,,,0,0,0.0,,0,0.47179383116883117,0.289163961038961,0.2390422077922078
2005-08-28,,Juventus,Chievo,1885.01,1634.01,7.0,13.0,7.0,8.0,1.0,0.0,H,1.0,0.0,H,16.0,2.0,7.0,0.0,16.0,12.0,6.0,2.0,1.0,2.0,0.0,0.0,1.25,5.0,13.0,1.71,1.96,2005/2006,Serie A,251.0,0.0,5.0,0.7142857142857143,,,,0,0,0.0,,0,0.7428571428571429,0.18571428571428572,0.07142857142857144
2005-08-28,,Inter,Treviso,1865.18,1495.3,7.0,13.0,1.0,4.0,3.0,0.0,H,1.0,0.0,H,16.0,7.0,9.0,3.0,13.0,20.0,6.0,1.0,1.0,3.0,0.0,0.0,1.16,5.5,13.0,1.55,2.23,2005/2006,Serie A,369.8800000000001,6.0,9.0,0.75,,,,0,0,0.0,,0,0.7691480206540449,0.16222030981067126,0.068631669535284
2005-08-28,,Ascoli,Milan,1478.15,1906.99,3.0,4.0,3.0,6.0,1.0,1.0,D,0.0,0.0,D,8.0,16.0,3.0,9.0,22.0,16.0,0.0,5.0,2.0,1.0,0.0,0.0,7.5,3.75,1.4,1.78,1.89,2005/2006,Serie A,-428.8399999999999,0.0,-2.0,0.7777777777777778,,,,0,0,0.0,,0,0.11965811965811965,0.2393162393162393,0.641025641025641
2005-09-10,,Milan,Siena,1900.62,1648.23,3.0,4.0,7.0,10.0,3.0,1.0,H,2.0,1.0,H,21.0,7.0,11.0,3.0,7.0,16.0,3.0,4.0,1.0,2.0,0.0,0.0,1.2,5.0,12.0,1.62,2.13,2005/2006,Serie A,252.38999999999987,-4.0,-6.0,0.7,13.0,13.0,0.0,1,1,0.02631578947368421,,0,0.746268656716418,0.17910447761194032,0.07462686567164178
2005-09-10,,Palermo,Inter,1669.05,1867.14,3.0,5.0,7.0,13.0,3.0,2.0,H,1.0,0.0,H,24.0,15.0,13.0,6.0,15.0,14.0,9.0,6.0,2.0,1.0,0.0,0.0,3.5,3.0,2.0,1.99,1.71,2005/2006,Serie A,-198.09000000000015,-4.0,-8.0,0.7272727272727273,13.0,13.0,0.0,1,1,0.02631578947368421,,0,0.2553191489361702,0.2978723404255319,0.44680851063829785
2005-09-11,,Lecce,Ascoli,1629.64,1486.8,2.0,3.0,4.0,4.0,0.0,0.0,D,0.0,0.0,D,9.0,6.0,6.0,4.0,18.0,9.0,9.0,2.0,2.0,3.0,0.0,1.0,1.72,3.2,4.5,1.85,1.86,2005/2006,Serie A,142.84000000000015,-2.0,-1.0,0.75,15.0,14.0,1.0,1,1,0.02631578947368421,,0,0.5209086962812907,0.27998842425119375,0.19910287946751554
2005-09-11,,Cagliari,Lazio,1615.97,1678.63,1.0,2.0,5.0,6.0,1.0,1.0,D,1.0,1.0,D,9.0,6.0,3.0,3.0,12.0,16.0,6.0,6.0,2.0,2.0,1.0,0.0,2.25,3.0,3.0,2.01,1.69,2005/2006,Serie A,-62.66000000000008,-4.0,-4.0,0.6923076923076923,14.0,14.0,0.0,1,1,0.02631578947368421,,0,0.4,0.30000000000000004,0.30000000000000004
2005-09-11,,Chievo,Parma,1633.4,1689.43,4.0,7.0,3.0,6.0,1.0,0.0,H,1.0,0.0,H,12.0,5.0,8.0,2.0,16.0,15.0,9.0,2.0,1.0,1.0,0.0,0.0,2.2,2.87,3.2,2.17,1.59,2005/2006,Serie A,-56.02999999999997,1.0,1.0,0.6428571428571429,14.0,14.0,0.0,1,1,0.02631578947368421,,0,0.40748957316532086,0.31236134528352116,0.2801490815511581
2005-09-11,,Empoli,Juventus,1588.23,1887.9,1.0,7.0,7.0,13.0,0.0,4.0,A,0.0,3.0,A,9.0,13.0,1.0,8.0,16.0,23.0,3.0,6.0,1.0,0.0,0.0,0.0,5.5,3.75,1.5,1.99,1.72,2005/2006,Serie A,-299.6700000000001,-6.0,-6.0,0.6666666666666666,14.0,14.0,0.0,1,1,0.02631578947368421,,0,0.16304347826086957,0.23913043478260868,0.5978260869565216
2005-09-11,,Treviso,Livorno,1494.99,1625.4,1.0,4.0,5.0,5.0,0.0,1.0,A,0.0,0.0,D,4.0,7.0,2.0,4.0,14.0,19.0,3.0,6.0,3.0,2.0,0.0,0.0,2.5,2.87,2.75,2.04,1.66,2005/2006,Serie A,-130.41000000000008,-4.0,-1.0,0.625,14.0,15.0,-1.0,1,1,0.02631578947368421,,0,0.35969009912270716,0.31331890167483195,0.32699099920246105
2005-09-11,,Roma,Udinese,1685.16,1752.72,7.0,8.0,5.0,9.0,0.0,1.0,A,0.0,1.0,A,13.0,10.0,4.0,5.0,15.0,20.0,7.0,4.0,0.0,4.0,0.0,0.0,1.83,3.0,4.33,1.8,1.91,2005/2006,Serie A,-67.55999999999995,2.0,-1.0,0.5882352941176471,14.0,14.0,0.0,1,1,0.02631578947368421,,0,0.49197277674888934,0.3001033938168225,0.2079238294342881
2005-09-11,,Sampdoria,Reggina,1709.79,1612.61,1.0,5.0,2.0,4.0,3.0,2.0,H,1.0,1.0,D,16.0,11.0,7.0,7.0,22.0,24.0,5.0,5.0,1.0,3.0,0.0,1.0,1.53,3.5,5.5,2.01,1.71,2005/2006,Serie A,97.18000000000006,-1.0,1.0,0.5555555555555556,15.0,14.0,1.0,1,1,0.02631578947368421,,0,0.5829800121138704,0.2548455481526347,0.16217443973349485
2005-09-11,,Messina,Fiorentina,1625.54,1621.91,1.0,4.0,7.0,11.0,2.0,2.0,D,0.0,2.0,A,8.0,12.0,4.0,7.0,19.0,20.0,7.0,7.0,3.0,3.0,0.0,0.0,2.5,2.87,2.75,2.0,1.69,2005/2006,Serie A,3.6299999999998818,-6.0,-7.0,0.5789473684210527,14.0,15.0,-1.0,1,1,0.02631578947368421,,0,0.35969009912270716,0.31331890167483195,0.32699099920246105
2005-09-17,,Inter,Lecce,1859.7,1625.22,4.0,10.0,2.0,4.0,3.0,0.0,H,2.0,0.0,H,12.0,7.0,8.0,5.0,16.0,19.0,5.0,3.0,1.0,1.0,0.0,0.0,1.22,5.5,13.0,1.61,2.17,2005/2006,Serie A,234.48000000000002,2.0,6.0,0.55,7.0,6.0,1.0,2,2,0.05263157894736842,,0,0.7600722865950887,0.1685978526629106,0.07132986074200064
2005-09-17,,Parma,Empoli,1683.69,1582.88,2.0,3.0,0.0,4.0,1.0,0.0,H,1.0,0.0,H,27.0,16.0,12.0,3.0,22.0,19.0,10.0,7.0,1.0,0.0,0.0,0.0,1.8,3.1,5.0,2.13,1.62,2005/2006,Serie A,100.80999999999995,2.0,-1.0,0.5714285714285714,6.0,6.0,0.0,2,2,0.05263157894736842,,0,0.5152925531914895,0.2992021276595745,0.1855053191489362
2005-09-18,,Sampdoria,Milan,1715.17,1906.84,4.0,5.0,5.0,7.0,2.0,1.0,H,1.0,1.0,D,7.0,12.0,4.0,5.0,20.0,16.0,4.0,7.0,3.0,1.0,0.0,0.0,4.5,3.2,1.83,1.97,1.71,2005/2006,Serie A,-191.66999999999985,-1.0,-2.0,0.5909090909090909,7.0,8.0,-1.0,2,2,0.05263157894736842,,0,0.20553859113404235,0.2890386437822471,0.5054227650837106
2005-09-18,,Siena,Palermo,1647.32,1681.39,6.0,7.0,5.0,7.0,1.0,2.0,A,1.0,1.0,D,10.0,14.0,3.0,10.0,13.0,15.0,4.0,6.0,3.0,2.0,0.0,0.0,2.6,2.87,2.6,2.01,1.68,2005/2006,Serie A,-34.070000000000164,1.0,0.0,0.6086956521739131,8.0,8.0,0.0,2,2,0.05263157894736842,,0,0.3441247002398081,0.3117505995203837,0.3441247002398081
2005-09-18,,Livorno,Roma,1633.79,1677.91,7.0,8.0,4.0,8.0,0.0,0.0,D,0.0,0.0,D,6.0,8.0,4.0,5.0,17.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0,3.4,3.0,2.2,1.89,1.79,2005/2006,Serie A,-44.12000000000012,3.0,0.0,0.5833333333333334,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.27182866556836904,0.3080724876441515,0.4200988467874794
2005-09-18,,Reggina,Chievo,1610.17,1642.08,1.0,3.0,4.0,10.0,1.0,3.0,A,1.0,1.0,D,16.0,8.0,8.0,5.0,11.0,12.0,5.0,3.0,3.0,2.0,0.0,1.0,2.37,2.87,3.25,2.08,1.63,2005/2006,Serie A,-31.909999999999854,-3.0,-7.0,0.56,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.3913871743335613,0.3232012554601186,0.28541157020632013
2005-09-18,,Fiorentina,Udinese,1626.07,1762.91,7.0,9.0,7.0,9.0,4.0,2.0,H,2.0,1.0,H,11.0,14.0,6.0,9.0,24.0,21.0,4.0,3.0,0.0,3.0,0.0,0.0,2.2,3.0,3.4,1.94,1.74,2005/2006,Serie A,-136.84000000000015,0.0,0.0,0.5384615384615384,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.4200988467874794,0.3080724876441515,0.27182866556836904
2005-09-18,,Cagliari,Messina,1616.6,1624.33,1.0,2.0,2.0,5.0,1.0,1.0,D,1.0,1.0,D,16.0,8.0,8.0,5.0,20.0,25.0,8.0,4.0,1.0,4.0,0.0,0.0,2.1,2.9,3.8,1.99,1.71,2005/2006,Serie A,-7.730000000000018,-1.0,-3.0,0.5555555555555556,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.43921881227580706,0.3180550019928258,0.24272618573136706
2005-09-18,,Lazio,Treviso,1680.94,1489.54,5.0,7.0,0.0,1.0,3.0,1.0,H,2.0,1.0,H,13.0,5.0,6.0,1.0,23.0,23.0,7.0,1.0,0.0,0.0,0.0,1.0,1.61,3.4,6.0,1.95,1.74,2005/2006,Serie A,191.4000000000001,5.0,6.0,0.5357142857142857,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.5740980469409579,0.27185231046321834,0.1540496425958237
2005-09-18,,Juventus,Ascoli,1896.19,1494.16,9.0,13.0,5.0,5.0,2.0,1.0,H,2.0,1.0,H,17.0,12.0,7.0,5.0,18.0,16.0,8.0,6.0,2.0,2.0,0.0,0.0,1.16,6.5,15.0,1.63,2.09,2005/2006,Serie A,402.03,4.0,8.0,0.5517241379310345,7.0,7.0,0.0,2,2,0.05263157894736842,,0,0.7963083959490362,0.14211042143090494,0.0615811826200588
2005-09-21,,Roma,Parma,1677.91,1683.69,4.0,8.0,4.0,6.0,4.0,1.0,H,3.0,1.0,H,18.0,8.0,12.0,2.0,17.0,14.0,7.0,6.0,2.0,3.0,0.0,0.0,1.57,3.6,6.0,1.85,1.85,2005/2006,Serie A,-5.779999999999973,0.0,2.0,0.5666666666666667,3.0,4.0,-1.0,3,3,0.07894736842105263,,0,0.5890052356020942,0.2568717277486911,0.15412303664921465
2005-09-21,,Palermo,Reggina,1681.39,1610.17,7.0,9.0,0.0,2.0,1.0,0.0,H,0.0,0.0,D,16.0,8.0,10.0,3.0,17.0,19.0,10.0,5.0,2.0,4.0,0.0,0.0,1.44,3.8,7.0,1.82,1.89,2005/2006,Serie A,71.22000000000003,7.0,7.0,0.5806451612903226,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.6310495350161321,0.23913456063769217,0.12981590434617576
2005-09-21,,Udinese,Juventus,1762.91,1896.19,6.0,8.0,9.0,13.0,0.0,1.0,A,0.0,1.0,A,6.0,7.0,3.0,3.0,24.0,18.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,2.0,2.02,1.68,2005/2006,Serie A,-133.27999999999997,-3.0,-5.0,0.59375,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.23076923076923078,0.3076923076923077,0.46153846153846156
2005-09-21,,Treviso,Sampdoria,1489.54,1715.17,0.0,1.0,6.0,7.0,0.0,2.0,A,0.0,1.0,A,11.0,9.0,4.0,6.0,15.0,12.0,3.0,5.0,3.0,0.0,0.0,0.0,3.75,3.0,2.0,2.02,1.68,2005/2006,Serie A,-225.6300000000001,-6.0,-6.0,0.5757575757575758,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.2424242424242424,0.303030303030303,0.45454545454545453
2005-09-21,,Milan,Lazio,1906.84,1680.94,4.0,6.0,7.0,9.0,2.0,0.0,H,2.0,0.0,H,12.0,8.0,7.0,3.0,17.0,14.0,5.0,2.0,0.0,1.0,0.0,0.0,1.4,4.0,9.0,1.77,1.93,2005/2006,Serie A,225.89999999999986,-3.0,-3.0,0.5588235294117647,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.6642066420664207,0.23247232472324725,0.1033210332103321
2005-09-21,,Ascoli,Siena,1494.16,1647.32,2.0,5.0,3.0,7.0,1.0,1.0,D,0.0,1.0,A,7.0,8.0,2.0,4.0,28.0,19.0,3.0,3.0,1.0,2.0,0.0,0.0,2.3,2.9,3.25,2.05,1.66,2005/2006,Serie A,-153.15999999999985,-1.0,-2.0,0.5714285714285714,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.3998727195587611,0.3171404327535002,0.28298684768773863
2005-09-21,,Lecce,Fiorentina,1625.22,1626.07,1.0,3.0,7.0,11.0,1.0,3.0,A,1.0,0.0,H,10.0,14.0,4.0,9.0,18.0,16.0,2.0,6.0,3.0,1.0,1.0,0.0,3.75,3.0,2.1,1.8,1.91,2005/2006,Serie A,-0.849999999999909,-6.0,-8.0,0.5555555555555556,4.0,3.0,1.0,3,3,0.07894736842105263,,0,0.24778761061946902,0.30973451327433627,0.4424778761061947
2005-09-21,,Empoli,Cagliari,1582.88,1616.6,0.0,1.0,2.0,3.0,3.0,1.0,H,0.0,1.0,A,8.0,9.0,4.0,5.0,22.0,16.0,8.0,5.0,3.0,2.0,0.0,0.0,2.3,2.9,3.3,2.02,1.68,2005/2006,Serie A,-33.7199999999998,-2.0,-2.0,0.5405405405405406,4.0,3.0,1.0,3,3,0.07894736842105263,,0,0.40159462861938733,0.3185060847671003,0.2798992866135124
2005-09-21,,Chievo,Inter,1642.08,1859.7,6.0,10.0,6.0,10.0,0.0,1.0,A,0.0,0.0,D,6.0,17.0,2.0,10.0,22.0,18.0,1.0,7.0,2.0,2.0,0.0,0.0,5.5,3.1,1.72,1.86,1.85,2005/2006,Serie A,-217.62000000000012,0.0,0.0,0.5526315789473685,3.0,4.0,-1.0,3,3,0.07894736842105263,,0,0.1674517932290685,0.29709189121286345,0.5354563155580679
2005-09-21,,Messina,Livorno,1624.33,1633.79,2.0,3.0,7.0,9.0,0.0,0.0,D,0.0,0.0,D,10.0,5.0,7.0,3.0,16.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0,2.2,2.87,3.6,2.02,1.71,2005/2006,Serie A,-9.460000000000036,-5.0,-6.0,0.5384615384615384,3.0,3.0,0.0,3,3,0.07894736842105263,,0,0.4205812912155011,0.32239680859724823,0.2570219001872507
2005-09-24,,Reggina,Udinese,1610.17,1762.91,0.0,1.0,3.0,7.0,2.0,0.0,H,1.0,0.0,H,6.0,7.0,4.0,3.0,20.0,26.0,4.0,7.0,4.0,3.0,0.0,1.0,3.5,3.0,2.2,2.04,1.68,2005/2006,Serie A,-152.74,-3.0,-6.0,0.525,3.0,3.0,0.0,4,4,0.10526315789473684,,0,0.2661290322580645,0.3104838709677419,0.4233870967741935
2005-09-24,,Parma,Juventus,1683.69,1896.19,3.0,5.0,9.0,15.0,1.0,2.0,A,1.0,1.0,D,5.0,8.0,3.0,6.0,27.0,27.0,2.0,5.0,3.0,3.0,0.0,0.0,6.0,3.4,1.61,2.05,1.68,2005/2006,Serie A,-212.5,-6.0,-10.0,0.5365853658536586,3.0,3.0,0.0,4,4,0.10526315789473684,,0,0.1540496425958237,0.27185231046321834,0.5740980469409579
2005-09-25,,Cagliari,Roma,1616.6,1677.91,2.0,2.0,4.0,8.0,0.0,0.0,D,0.0,0.0,D,8.0,12.0,3.0,5.0,12.0,17.0,2.0,3.0,2.0,2.0,0.0,0.0,3.75,3.2,2.0,1.86,1.85,2005/2006,Serie A,-61.31000000000017,-2.0,-6.0,0.5238095238095238,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.2471042471042471,0.2895752895752896,0.46332046332046334
2005-09-25,,Empoli,Lecce,1582.88,1625.22,3.0,3.0,1.0,2.0,1.0,0.0,H,0.0,0.0,D,5.0,12.0,2.0,2.0,21.0,24.0,3.0,5.0,1.0,4.0,0.0,0.0,2.0,3.2,3.75,1.9,1.81,2005/2006,Serie A,-42.33999999999992,2.0,1.0,0.5116279069767442,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.46332046332046334,0.2895752895752896,0.2471042471042471
2005-09-25,,Inter,Fiorentina,1859.7,1626.07,6.0,10.0,7.0,13.0,1.0,0.0,H,1.0,0.0,H,17.0,4.0,7.0,2.0,26.0,20.0,6.0,3.0,2.0,3.0,0.0,0.0,1.61,3.4,6.0,1.74,1.99,2005/2006,Serie A,233.6300000000001,-1.0,-3.0,0.5227272727272727,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.5740980469409579,0.27185231046321834,0.1540496425958237
2005-09-25,,Lazio,Palermo,1680.94,1681.39,4.0,8.0,9.0,11.0,4.0,2.0,H,0.0,1.0,A,8.0,10.0,5.0,4.0,23.0,21.0,8.0,7.0,2.0,3.0,0.0,0.0,2.6,2.9,2.9,1.98,1.73,2005/2006,Serie A,-0.4500000000000455,-5.0,-3.0,0.5333333333333333,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.35802469135802467,0.3209876543209877,0.3209876543209877
2005-09-25,,Livorno,Ascoli,1633.79,1494.16,5.0,9.0,2.0,6.0,2.0,0.0,H,0.0,0.0,D,9.0,5.0,2.0,2.0,10.0,15.0,4.0,3.0,0.0,2.0,0.0,1.0,1.72,3.1,5.5,2.11,1.64,2005/2006,Serie A,139.62999999999988,3.0,3.0,0.5434782608695652,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.5354563155580679,0.29709189121286345,0.1674517932290685
2005-09-25,,Sampdoria,Chievo,1715.17,1642.08,9.0,10.0,6.0,7.0,1.0,2.0,A,0.0,1.0,A,8.0,10.0,5.0,6.0,18.0,26.0,6.0,7.0,2.0,4.0,0.0,0.0,1.66,3.2,6.0,2.01,1.7,2005/2006,Serie A,73.09000000000015,3.0,3.0,0.5531914893617021,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.5569737758180553,0.28893014620561613,0.1540960779763286
2005-09-25,,Siena,Messina,1647.32,1624.33,1.0,7.0,3.0,4.0,4.0,2.0,H,3.0,1.0,H,12.0,6.0,5.0,3.0,17.0,16.0,6.0,2.0,1.0,2.0,0.0,0.0,2.2,3.0,3.4,2.06,1.67,2005/2006,Serie A,22.99000000000001,-2.0,3.0,0.5416666666666666,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.4200988467874794,0.3080724876441515,0.27182866556836904
2005-09-25,,Treviso,Milan,1489.54,1906.84,0.0,0.0,6.0,8.0,0.0,2.0,A,0.0,1.0,A,6.0,12.0,2.0,6.0,22.0,13.0,4.0,2.0,3.0,0.0,0.0,0.0,9.0,4.33,1.36,1.87,1.85,2005/2006,Serie A,-417.29999999999995,-6.0,-8.0,0.5510204081632653,4.0,4.0,0.0,4,4,0.10526315789473684,,0,0.10313351594079034,0.21436527562750882,0.6825012084317008
2005-10-01,,Udinese,Lazio,1736.54,1695.43,0.0,6.0,6.0,10.0,3.0,0.0,H,0.0,0.0,D,19.0,6.0,10.0,1.0,18.0,25.0,10.0,1.0,2.0,3.0,0.0,0.0,1.9,3.1,4.33,1.97,1.75,2005/2006,Serie A,41.1099999999999,-6.0,-4.0,0.54,7.0,6.0,1.0,5,5,0.13157894736842105,,0,0.48740014524328246,0.29872912127814083,0.2138707334785766
2005-10-01,,Chievo,Treviso,1668.88,1483.15,6.0,9.0,0.0,0.0,0.0,0.0,D,0.0,0.0,D,11.0,7.0,0.0,3.0,24.0,22.0,6.0,4.0,3.0,2.0,0.0,0.0,1.53,3.5,7.0,2.11,1.64,2005/2006,Serie A,185.73000000000002,6.0,9.0,0.5490196078431373,6.0,6.0,0.0,5,5,0.13157894736842105,,0,0.6039689387402934,0.2640207075064711,0.13201035375323555
2005-10-02,,Roma,Siena,1697.22,1649.68,5.0,8.0,4.0,7.0,2.0,3.0,A,0.0,1.0,A,15.0,5.0,9.0,4.0,19.0,17.0,14.0,5.0,2.0,3.0,0.0,1.0,1.53,3.5,7.0,1.79,1.92,2005/2006,Serie A,47.539999999999964,1.0,1.0,0.5384615384615384,7.0,7.0,0.0,5,5,0.13157894736842105,,0,0.6039689387402934,0.2640207075064711,0.13201035375323555
2005-10-02,,Palermo,Empoli,1695.56,1600.46,6.0,10.0,6.0,6.0,2.0,2.0,D,1.0,2.0,A,21.0,5.0,10.0,4.0,13.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,1.53,3.5,7.0,2.0,1.72,2005/2006,Serie A,95.09999999999991,0.0,4.0,0.5283018867924528,7.0,7.0,0.0,5,5,0.13157894736842105,,0,0.6039689387402934,0.2640207075064711,0.13201035375323555
2005-10-02,,Messina,Sampdoria,1621.98,1728.36,2.0,3.0,6.0,9.0,1.0,4.0,A,0.0,1.0,A,18.0,12.0,10.0,7.0,15.0,18.0,5.0,0.0,4.0,3.0,0.0,0.0,2.75,2.87,2.75,2.07,1.67,2005/2006,Serie A,-106.37999999999988,-4.0,-6.0,0.5185185185185185,7.0,7.0,0.0,5,5,0.13157894736842105,,0,0.3380447585394582,0.3239104829210836,0.3380447585394582
2005-10-02,,Milan,Reggina,1904.66,1612.06,6.0,10.0,3.0,3.0,2.0,1.0,H,2.0,0.0,H,17.0,8.0,7.0,1.0,13.0,10.0,7.0,1.0,1.0,0.0,0.0,0.0,1.2,5.5,17.0,1.71,2.02,2005/2006,Serie A,292.60000000000014,3.0,7.0,0.509090909090909,7.0,8.0,-1.0,5,5,0.13157894736842105,,0,0.7759336099585062,0.16929460580912864,0.054771784232365145
2005-10-02,,Juventus,Inter,1920.09,1877.0,9.0,15.0,9.0,12.0,2.0,0.0,H,2.0,0.0,H,8.0,11.0,5.0,6.0,29.0,22.0,1.0,9.0,2.0,3.0,0.0,0.0,2.2,2.87,3.6,2.06,1.67,2005/2006,Serie A,43.08999999999992,0.0,3.0,0.5178571428571429,8.0,7.0,1.0,5,5,0.13157894736842105,,0,0.4205812912155011,0.32239680859724823,0.2570219001872507
2005-10-02,,Ascoli,Parma,1496.36,1678.17,1.0,3.0,3.0,4.0,3.0,1.0,H,2.0,1.0,H,10.0,10.0,6.0,4.0,23.0,22.0,5.0,5.0,3.0,5.0,0.0,1.0,2.5,2.87,3.0,2.17,1.6,2005/2006,Serie A,-181.81000000000017,-2.0,-1.0,0.5263157894736842,7.0,8.0,-1.0,5,5,0.13157894736842105,,0,0.3697659437406056,0.3220957698088899,0.3081382864505046
2005-10-02,,Lecce,Cagliari,1607.82,1610.26,0.0,1.0,2.0,3.0,3.0,0.0,H,2.0,0.0,H,11.0,17.0,8.0,7.0,24.0,16.0,4.0,8.0,0.0,3.0,0.0,0.0,2.1,3.0,3.75,1.97,1.75,2005/2006,Serie A,-2.4400000000000546,-2.0,-2.0,0.5344827586206896,7.0,7.0,0.0,5,5,0.13157894736842105,,0,0.4424778761061947,0.30973451327433627,0.24778761061946902
2005-10-02,,Fiorentina,Livorno,1656.54,1644.76,6.0,10.0,5.0,11.0,3.0,2.0,H,2.0,0.0,H,11.0,9.0,5.0,5.0,19.0,21.0,2.0,7.0,2.0,2.0,0.0,1.0,1.66,3.4,5.5,1.93,1.78,2005/2006,Serie A,11.779999999999973,1.0,-1.0,0.5423728813559322,7.0,7.0,0.0,5,5,0.13157894736842105,,0,0.558642528529605,0.2727489992232778,0.16860847224711717
2005-10-15,,Juventus,Messina,1927.18,1608.79,9.0,15.0,1.0,3.0,1.0,0.0,H,1.0,0.0,H,14.0,8.0,10.0,4.0,24.0,26.0,6.0,1.0,2.0,4.0,0.0,0.0,1.16,5.5,13.0,1.72,1.99,2005/2006,Serie A,318.3900000000001,8.0,12.0,0.55,13.0,13.0,0.0,6,6,0.15789473684210525,,0,0.7691480206540449,0.16222030981067126,0.068631669535284
2005-10-15,,Siena,Udinese,1661.17,1745.06,7.0,7.0,3.0,6.0,2.0,3.0,A,0.0,2.0,A,11.0,13.0,6.0,8.0,16.0,19.0,3.0,6.0,2.0,4.0,0.0,1.0,2.75,2.75,2.6,1.94,1.78,2005/2006,Serie A,-83.88999999999987,4.0,1.0,0.5573770491803278,13.0,14.0,-1.0,6,6,0.15789473684210525,,0,0.32704402515723274,0.32704402515723274,0.34591194968553457
